timestamp,sequence_number,throttle,brake,steering,speed,acceleration
2023-01-16_20-20-36,0,0.0,14.5,0.0,0.0,-8.430867910647067e-06
2023-01-16_20-20-36,100,34.087853054067104,0.0,0.1404121403734483,0.0,1.138838806064295
2023-01-16_20-20-37,200,98.07072457827155,0.0,0.10997848941224002,0.0,2.2604470638047367
2023-01-16_20-20-38,300,100.0,0.0,0.10997848941224807,0.0,3.5743932445613265
2023-01-16_20-20-39,400,100.0,0.0,0.10997848941224807,0.0,3.1625610940422555
2023-01-16_20-20-41,500,100.0,0.0,0.10997848941224807,0.0,3.009992226929255
2023-01-16_20-20-42,600,100.0,0.0,0.10997848941224807,0.0,3.106299659731146
2023-01-16_20-20-43,700,100.0,0.0,0.10997848941224807,0.0,3.28810217221349
2023-01-16_20-20-44,801,100.0,0.0,0.10997848941224807,0.0,3.2890660272080803
2023-01-16_20-20-45,901,100.0,0.0,0.10997848941224807,0.0,3.275991677854936
2023-01-16_20-20-46,1001,100.0,0.0,0.10997848941224807,0.0,3.275991677854936
2023-01-16_20-20-47,1101,100.0,0.0,0.10997848941224807,0.0,3.275991677854936
2023-01-16_20-20-48,1201,70.24449296536646,0.0,0.1558061881492566,0.0,1.1938682413232
2023-01-16_20-20-49,1301,62.069168711938765,0.0,0.0781953176551866,0.0,1.3341259724911225
2023-01-16_20-20-50,1401,44.28047289914528,0.0,0.007739309426580241,0.0,1.4158230519057766
2023-01-16_20-20-51,1501,75.03737747793048,0.0,-0.06452836047719052,0.0,1.940001313683331
2023-01-16_20-20-52,1601,36.63086016509907,0.0,-0.1451861502131876,0.0,1.8556617742661639
2023-01-16_20-20-53,1702,15.7,0.0,-0.23386013676621467,0.0,0.7622915205282614
2023-01-16_20-20-54,1802,25.26931693454408,0.0,0.0777889604359582,0.0,0.924238524108967
2023-01-16_20-20-55,1902,35.64401710860197,0.0,0.1524536199936743,0.0,1.785670488796983
2023-01-16_20-20-56,2002,0.0,15.499279044845071,0.04693622666103583,0.0,-0.7559905284600682
2023-01-16_20-20-57,2102,30.156024287431073,0.0,0.037764653956642455,0.0,1.3108523772258773
2023-01-16_20-20-58,2202,32.45577001664905,0.0,0.021429573664330015,0.0,1.7700962557351136
2023-01-16_20-20-59,2303,29.687408743321665,0.0,0.016060793653002566,0.0,1.2617192519117308
2023-01-16_20-21-00,2403,28.489818742919038,0.0,-0.001236066414211461,0.0,1.1445464887558874
2023-01-16_20-21-01,2503,15.7,0.0,-0.0028867389774272587,0.0,0.6178672182466303
2023-01-16_20-21-02,2603,15.7,0.0,-0.006002241634666014,0.0,0.7751361868562271
2023-01-16_20-21-03,2703,15.7,0.0,-0.003624842118119221,0.0,0.6744177286902248
2023-01-16_20-21-04,2803,15.7,0.0,-0.005899763721208327,0.0,0.7920621823001107
2023-01-16_20-21-05,2904,15.7,0.0,-0.005046209629975001,0.0,0.6020292362497841
2023-01-16_20-21-06,3004,15.7,0.0,-0.005173836480472485,0.0,0.6459457740272877
2023-01-16_20-21-07,3104,15.7,0.0,-0.0051344268021065766,0.0,0.5772339000881475
2023-01-16_20-21-08,3204,15.7,0.0,-0.003116086831856246,0.0,0.2083285463954341
2023-01-16_20-21-09,3304,15.7,0.0,-0.004426253023159609,0.0,0.07958168705301821
2023-01-16_20-21-10,3404,15.7,0.0,-0.004016710075258873,0.0,0.2776166401113041
2023-01-16_20-21-11,3504,15.7,0.0,-0.0021729672467547846,0.0,0.2849490370637887
2023-01-16_20-21-12,3604,15.7,0.0,-0.0014937969013269332,0.0,0.016230707113891518
2023-01-16_20-21-13,3705,0.0,14.5,-0.001837155966484478,0.0,-0.014206409722821445
2023-01-16_20-21-14,3805,15.7,0.0,0.001048656197496425,0.0,0.2685369974396272
2023-01-16_20-21-15,3905,15.7,0.0,0.0001385655665522297,0.0,0.291250846711128
2023-01-16_20-21-16,4005,0.0,14.5,-9.986206138125872e-05,0.0,-0.006334302418489313
2023-01-16_20-21-17,4105,15.7,0.0,-0.0030316514401968046,0.0,0.28699687484367664
2023-01-16_20-21-18,4205,15.7,0.0,-0.007210713172814627,0.0,0.23638260550551266
2023-01-16_20-21-19,4305,0.0,20.809265906481503,-0.006919487269939394,0.0,-0.3106545982805251
2023-01-16_20-21-20,4405,0.0,20.83698912937273,-0.007640317887820137,0.0,-0.3003425020378353
2023-01-16_20-21-21,4506,0.0,26.80201050461396,5.685350183634976e-06,0.0,-1.2797308702279753
2023-01-16_20-21-22,4606,0.0,18.113324822590695,0.0028196404635876726,0.0,-0.8916567429144644
2023-01-16_20-21-23,4706,0.0,26.824875281512465,0.022733076265467594,0.0,-1.65890623202138
2023-01-16_20-21-24,4806,0.0,14.5,0.041377199552967606,0.0,-0.15657012654790592
2023-01-16_20-21-25,4906,0.0,40.51602466722127,0.06109933371859098,0.0,-0.7392170371404803
2023-01-16_20-21-26,5006,0.0,16.521861647273305,0.08200327644674231,0.0,-0.7369675482545974
2023-01-16_20-21-27,5106,0.0,36.79986776708945,0.0919261610270312,0.0,-2.676549007839127
2023-01-16_20-21-28,5207,0.0,32.24165056193803,0.10207244046487535,0.0,-2.159681755069927
2023-01-16_20-21-29,5307,0.0,32.830902443991484,0.11210387152287046,0.0,-2.1921584943121837
2023-01-16_20-21-30,5407,0.0,21.810891043291733,0.11576472854543988,0.0,-1.0669562132527133
2023-01-16_20-21-31,5507,0.0,16.126794191010575,-0.023308596323342808,0.0,-0.6338128439790789
2023-01-16_20-21-32,5607,0.0,48.52900933994974,-0.023825804538360407,0.0,-0.30119109209207584
