Row,npc1_avg_control_speed,npc1_max_control_speed,npc2_avg_control_speed,npc2_max_control_speed,npc1_number_lane_changes,npc2_number_lane_changes,ego_max_speed,npc1_max_speed,npc2_max_speed,npc_avg_dist,max_npc_dist,min_npc_dist,type_npc_max_dist,type_npc_min_dist,op_npc_max_dist,op_npc_min_dist,ctrl_speed_npc_max_dist,ctrl_speed_npc_min_dist,speed_npc_min_dist,speed_npc_max_dist,avg_speed_npcs,max_npc_speed,type_npc_max_speed,op_npc_max_speed,ctrl_speed_npc_max_speed,dist_av_npc_max_speed
scenario651,12.0100755970501,26.9229521556442,20.1968475911677,28.7785716870582,6,7,11.6918668526917,21.2270106060608,28.7619515448053,42.7249543072008,116.242236284585,3.82273795156186,2,2,1,2,21.5026794938269,27.3297903100688,21.149488228553,10.7514703533519,9.94667779223342,28.7619515448053,2,2,25.4811138417103,81.5588042268888
scenario652,16.645398280162,29.9871362494017,15.8208664453229,26.5709435074477,7,3,11.6836594288549,29.8113570997809,24.0010038368347,19.8005387151872,49.3690668457639,3.07487701540121,1,1,1,2,29.8639103339448,21.3271205663039,14.4574365113256,7.28233205477935,8.80150217517149,29.8113570997809,1,1,29.8639103339448,16.2288933333465
scenario653,13.4374878678589,29.6824964764118,15.2768207415082,27.3765973603396,8,5,11.4413324287163,29.5642256885357,22.566737938362,28.0669832174483,67.3857584465372,3.79931419685806,1,2,0,0,29.6824964764118,17.9062750117072,16.2329371810946,11.6519229041954,8.70388064152411,29.5642256885357,1,2,1.19751294225213,30.2932760367338
scenario654,11.0969931048388,28.2180415298923,14.9541987374363,28.1157498013353,6,6,11.6685134893921,23.1084363588291,27.8754932296848,30.3259302730838,63.8802067831545,3.66753189719148,2,2,0,0,9.41112674541799,14.7089657231788,20.2072439457798,9.40330090601483,9.01460735738028,27.8754932296848,2,0,20.4343432861725,20.4244498390373
scenario655,18.4020835512242,28.9466085392657,14.5322106368954,23.927692444563,4,4,11.5639361254874,22.9708013627089,23.8377129941946,34.2368745953239,115.410639774313,3.85956544583945,1,2,1,0,6.57254773626744,20.6217059775913,17.5619945514464,0,6.221735274623,23.8377129941946,2,1,23.927692444563,36.7463798023146
scenario656,17.1321756957425,26.1088376645084,11.6123204443217,25.8959753162265,6,3,11.724430296085,25.8720205251308,25.8779065370897,25.9283927392971,68.4927885385249,3.68750790474154,1,2,2,0,17.1095726175552,25.8959753162265,4.99317614372787,6.99035824557759,7.94626736234878,25.8779065370897,2,0,25.8959753162265,13.0708117260204
scenario657,16.2402087189767,28.2377352985203,13.3973711832645,29.518555085611,6,6,11.7111943525894,26.6860741831089,29.4741214632252,17.2913300966213,47.6119463356133,2.65096888444818,1,2,0,0,21.1597542934391,3.97960150722531,3.97898786550988,10.3525257959206,8.23017250923898,29.4741214632252,2,0,29.518555085611,11.8570860357303
scenario658,13.7699855430373,24.5428176451482,12.5449800448949,23.9182220787768,5,9,11.6943916426194,20.1863932351382,23.9057387404709,22.7526254636314,64.1331981632826,3.6898904344857,1,1,2,2,10.9899109831809,9.36545797056111,1.55418687935981,7.15366670271095,8.13187820082013,23.9057387404709,2,0,11.2081365076686,32.8678620767966
scenario659,11.2564453084359,26.777809180527,17.6256207953104,29.5026565123807,3,4,11.7077429189793,26.7636770957627,29.3406031821628,60.3631261705874,221.525267306625,3.84124066508539,2,2,1,2,21.7814445973552,22.8622938609331,19.4701823687817,1.07216313224916,8.32019940347645,29.3406031821628,2,0,29.5026565123807,87.3065427907975
scenario660,13.3289302342494,25.9476095516081,13.9702375503639,29.2369758512649,6,7,11.7061560093676,22.9937301982683,25.6895155593236,17.0168774714203,43.2989620190174,2.97199764429553,1,2,2,1,7.34075420332313,20.7652248245853,8.20984357928096,7.11634591699494,7.75167421923849,25.6895155593236,2,0,25.6902713452731,15.5603529950368
scenario661,16.1492871167685,23.8043343981846,12.8797339087524,28.2328558125387,2,7,11.4928263425143,19.7414763180627,27.0373017144055,14.2800066620939,38.3163051068886,2.75189367666702,2,2,2,0,12.4767159322157,11.9525033612897,2.77506596648203,27.0373017144055,7.92019685367916,27.0373017144055,2,2,12.4767159322157,38.3163051068886
scenario662,13.5792377910602,26.9863135204345,16.6675964554372,25.9002666358068,7,8,11.695184191019,26.4614672503971,25.7613246857219,24.4923452124684,68.4280581838734,3.40035669647543,1,2,1,2,14.5519531771796,18.5951203165853,18.5861374759352,7.30461206307958,8.62160262745561,26.4614672503971,1,0,26.7118254237236,23.5277066657121
scenario663,12.6623510172154,27.6290283303184,18.8175285132006,28.8144293115487,4,5,11.6557820569101,19.1090260933507,28.2358650956665,67.429645631249,118.785906891258,3.80859157953535,2,2,0,2,3.8408649021053,21.9157184287796,17.8807761275478,3.8397265428019,9.80561191415782,28.2358650956665,2,2,28.8144293115487,105.475059586236
scenario664,16.0390051919654,26.6248683256733,17.555810014404,24.9053133312677,6,8,11.538651209636,26.1446663376429,24.8483006433979,22.7559284469078,78.3907433234545,3.19160282536256,2,1,2,2,21.9450029125584,4.4427367782748,26.1446663376429,21.944971074215,9.59696676065547,26.1446663376429,1,2,4.4427367782748,3.19160282536256
scenario665,12.4359967157112,29.4039269591957,13.8474721408323,28.0758792274824,6,6,11.6778959366354,18.5525248547121,28.0764888662605,34.9056184612361,85.3380237883141,3.8829979769333,1,2,2,0,4.63912562218471,26.7223063209152,20.679414773396,4.61474452655941,7.613634398086,28.0764888662605,2,1,7.23990552072336,54.5171256628443
scenario666,14.9777479449542,27.7105857942848,17.016288879007,28.0456172974028,5,4,11.6888727976614,27.6241960309407,22.9990416088183,26.1293462142536,79.8433497210929,3.68716514572762,1,1,0,0,27.7105857942848,16.2883184355589,2.97551746809193,7.58951123187044,8.22947099633674,27.6241960309407,1,0,15.9211748072999,30.6439949073086
scenario667,8.40892424594117,23.221998398618,13.82323750818,24.8047538814836,6,5,11.6816669619862,17.6227417271224,24.8055377668046,39.0648493856846,106.81003794113,3.37632378810545,1,2,1,2,2.17704603717196,12.6845219446552,2.81091268602958,0.992804993130392,6.96934262485419,24.8055377668046,2,0,23.5482642734083,23.8718867281573
scenario668,19.5271109123782,28.783309722117,12.9324856352109,28.1994922564123,4,7,11.6448315703796,28.7571890102621,28.1281947309948,25.4281903155403,83.0740958266084,3.42582825182894,2,2,2,1,6.5332727327666,26.4674343972428,21.4931334538946,28.1281947309948,7.99664072474832,28.7571890102621,1,0,19.6327340211492,6.68950091935305
scenario669,14.7803384507582,29.7244460372449,14.0171514291344,26.9929664264942,5,9,11.1808404968819,18.6558595504782,26.9934354958013,22.7008436946733,75.4829287541562,1.92645110095292,1,2,1,2,3.87949237628545,7.46686041824904,0.152489153387591,3.87286493150086,6.37741926169997,26.9934354958013,2,1,26.9929664264942,61.8194654121405
scenario670,16.9010243507502,28.5240610553768,20.044606594583,29.7402671688188,7,5,11.7060317915858,20.5422339618982,29.3561593879935,34.4695319182743,99.7547232816124,2.70799487949733,2,2,1,1,15.2579581289524,22.7351988296571,22.6505067171826,7.63815236019691,10.1935740832614,29.3561593879935,2,2,12.822131178486,94.2715682467947
scenario671,17.2435451893734,29.4789680797894,16.7917863345863,29.0552518049652,7,5,11.6629804510432,23.156273454617,26.7119902086642,26.4647731639027,89.457146895996,3.76649211900757,2,2,1,2,26.7288768948853,20.926402468821,17.8064363556985,26.7119902086642,9.52583147527296,26.7119902086642,2,1,26.7288768948853,89.457146895996
scenario672,13.2020658130448,28.7233052810595,14.4700776487895,26.0378446131898,7,6,11.6841365342229,26.3805244963728,26.0375891612595,33.3934798073239,97.2926849175143,2.67485412512437,2,1,2,0,24.0475428572519,14.1379542791612,3.46263582052743,12.1502043751636,9.19329318570405,26.3805244963728,1,0,28.7233052810595,17.3997524797576
