instances,algo_collision,feature_npc1_avg_control_speed,feature_npc1_max_control_speed,feature_npc2_avg_control_speed,feature_npc2_max_control_speed,feature_npc1_number_lane_changes,feature_npc2_number_lane_changes,feature_ego_max_speed,feature_npc1_max_speed,feature_npc2_max_speed,feature_npc_avg_dist,feature_max_npc_dist,feature_min_npc_dist,feature_type_npc_max_dist,feature_type_npc_min_dist,feature_op_npc_max_dist,feature_op_npc_min_dist,feature_ctrl_speed_npc_max_dist,feature_ctrl_speed_npc_min_dist,feature_speed_npc_min_dist,feature_speed_npc_max_dist,feature_avg_speed_npcs,feature_max_npc_speed,feature_type_npc_max_speed,feature_op_npc_max_speed,feature_ctrl_speed_npc_max_speed,feature_dist_av_npc_max_speed,source
scenario0,0,13.932670362719946,26.389485090728783,16.62753810002304,29.20922792663265,5,8,11.664142355942943,25.437479848716084,28.871693993456493,28.366399557406666,78.6120318680994,2.552784825918398,1,2,0,1,26.389485090728783,28.875690558525655,28.856345916092955,11.785421505425251,8.367422107681866,28.871693993456493,2,2,16.619847374320543,19.50854116884618,random
scenario1,0,14.136801622123906,29.777274522136413,17.73882203658243,29.43042482771689,5,5,11.724737650769503,27.37795981360777,29.4134440759161,49.641876846117,121.48287826583386,3.209258142220666,2,1,1,2,18.90336972778825,25.935150004345203,11.529103599477978,12.348305504421772,9.386966214216542,29.4134440759161,2,1,18.90336972778825,110.70986322450527,random
scenario2,1,14.972859829021024,24.764463100243354,15.928172147678998,29.507416418453495,4,9,11.573396179657236,24.025592438356707,27.01830588659252,18.94279792968972,38.378612994349034,3.8368484201504263,2,2,2,0,29.507416418453495,23.643353074249944,19.29031870853028,5.6461610388107815,8.026538515641406,27.01830588659252,2,2,29.507416418453495,29.074888913612487,random
scenario3,1,13.13530491538802,25.086913863252107,15.977067264581464,26.59443093889718,5,9,11.418197602164604,25.080639686726244,26.591229198068824,27.096515685492275,75.844841862546,3.8328725162445507,2,2,0,0,24.249334701106733,19.517915128260004,17.20785438143573,10.483973184864789,8.560902683728074,26.591229198068824,2,0,24.249334701106733,72.43724606969081,random
scenario4,0,17.732853610681232,27.679316990716558,14.110033515353848,29.68283996009073,7,5,11.701158598389778,23.108076522825716,29.47281953862478,24.176352725477322,72.46506526177221,3.659932295711865,2,1,0,0,5.791223375170443,15.994872836714656,2.3676704600206127,17.928841609625124,8.401359728040632,29.47281953862478,2,2,13.431489627260905,46.45324200652209,random
scenario5,0,14.633086665092318,28.845444397322595,11.085793202292233,26.309654319312557,8,8,11.69119396629632,26.787341804292208,26.289822816216248,27.22892228177895,64.66069577561024,3.4669294154992585,2,2,2,2,26.309654319312557,23.31563540428711,7.373764937846923,10.646125718877641,7.774323219928942,26.787341804292208,1,1,28.845444397322595,30.118699434408065,random
scenario6,1,15.438895599403622,29.53985177506458,15.16523421439835,29.774658934759543,5,5,11.234744500068624,29.53141288895318,29.773667730754035,22.05388736434448,74.54021685657221,3.4390787166823924,2,2,2,2,9.487926820070395,29.60900856121506,29.130424380631336,27.99910408634541,8.39544525722938,29.773667730754035,2,0,29.774658934759543,72.60055175284894,random
scenario7,0,15.012048323400592,27.721690859244855,14.66901668116694,27.83371513718095,5,5,11.730153636304557,19.565244922046332,27.83250482055927,21.555174738603473,68.48142087892533,3.698231657656831,1,1,2,0,16.692037023417072,11.625370017458458,1.832931827927394,8.166550093036959,8.998494489813307,27.83250482055927,2,2,27.83371513718095,14.336118617882082,random
scenario8,0,17.721103767102463,29.877794752853287,13.679469209327825,29.5484728500331,3,6,11.651392006703627,29.85086295266123,29.548625438791056,32.30813627961979,79.63433059366425,3.412604115991383,2,1,1,2,8.395354161089534,29.877794752853287,22.783363546517165,12.077837009901282,8.92001393636564,29.85086295266123,1,2,29.877794752853287,7.725530638718042,random
scenario9,0,11.345844425972357,28.65485017373762,19.541313197382323,28.326154151494098,6,5,11.665539670943216,26.168667272875968,27.577117656351724,45.047322747353846,89.98194960981989,3.363629702416024,2,2,2,1,20.331871790462316,11.09177824280618,10.874181157190673,20.31074051217196,9.002219011390114,27.577117656351724,2,2,25.151697728815638,75.3462271261948,random
scenario10,0,13.257547449462432,29.688405412220035,14.013184509768212,25.10678123476067,9,7,11.629965651660712,24.688337244824115,23.798614445424885,50.532728723148246,110.60830099293439,2.618266450212971,1,2,0,1,8.060049655024438,0.5469580646169736,0.15788100630578253,3.9846955256938172,7.224470778812114,24.688337244824115,1,1,29.688405412220035,16.656089424734162,random
scenario11,0,12.558068414335175,27.580565934723904,13.988281876615469,25.583402609878025,5,6,11.695334780059627,19.842417178956392,21.958825791951924,30.6752887545528,67.08182089273146,8.995032397742474,2,1,1,0,21.980884676936824,7.332788278982254,0.38944303983526357,10.303261170546463,7.4925446284769865,21.958825791951924,2,2,25.583402609878025,45.029431729281406,random
scenario12,1,17.039066240537377,26.909452047537513,16.503070618068314,29.64361877610066,2,5,11.626078906974149,26.837740942341473,29.620022951618683,33.07871340359748,100.84977410625122,2.8684201003071195,2,1,0,2,26.203081362083868,3.629795526418783,20.002273416768254,11.202956168114302,10.185790819538653,29.620022951618683,2,0,26.203081362083868,80.30285697549226,random
scenario13,0,18.044520296913024,28.800252529373996,14.693804763327373,26.773798616419267,7,7,11.660546444573065,24.365200081401703,26.769995352355362,26.380897037244132,69.43375298152228,3.795220914306255,2,2,0,2,16.27159689594835,24.84731970284016,20.27269504544465,26.711752589431644,8.035080714055667,26.769995352355362,2,2,26.773798616419267,67.90850549766071,random
scenario14,1,16.752816838407895,29.809906099568725,15.09365983559849,29.78379619950474,8,5,11.665707962101553,29.06605347096434,29.76826161524562,22.710476168982982,50.43997859644856,3.8062486604886643,1,2,2,0,29.107311753540863,29.78379619950474,23.048529089699244,11.197982028354698,8.24803755477123,29.76826161524562,2,0,3.7564285658939256,45.47147018407139,random
scenario15,0,14.337426782574857,25.92669152004223,13.325954400299537,20.702152180202585,5,5,11.701674711915086,18.092244268533907,20.701582113531646,15.712011509158962,37.223165103206085,3.4502377080971254,1,2,0,0,9.728640350902507,18.023962424031513,16.59063554643291,2.356115642209109,8.335385312920028,20.701582113531646,2,0,14.163349757313501,4.7723733181665935,random
scenario16,0,21.431061753122712,28.455405921005678,17.291514700409188,29.891707650577597,4,5,11.741997477220279,27.090002582375988,29.774470141853243,25.24446294095052,56.89164498976711,3.8091598906343855,1,2,1,0,22.31387274812142,29.790221466693076,23.053564724802403,9.990815216156975,8.466398023237184,29.774470141853243,2,0,8.094480787615687,45.452949216764935,random
scenario17,0,12.601177056297274,25.61243190806176,18.764907198867824,29.207312462827694,7,6,11.676607885743147,25.514509442274537,22.13141546012818,31.020286114961774,83.55364043302492,3.4043783970147996,2,2,2,1,7.784519112623799,20.39917023958686,18.62461733103533,7.782826246999223,9.29823938436704,25.514509442274537,1,1,21.191159238378273,10.701201931734788,random
scenario18,0,16.89151564739064,28.66054105717527,15.28344475387711,26.917589485435947,6,5,11.689644757558016,28.338231643333447,18.813032908125482,20.166254726557398,48.17160048545696,3.312206162813213,1,2,1,0,28.66054105717527,23.49037350830431,5.297742789773547,11.331834807373117,8.025879619309244,28.338231643333447,1,1,28.66054105717527,27.133658410241747,random
