2023-01-17_07-42-59,0,0.0,14.5,0.0,0.0,-2.3499604967582853e-06
2023-01-17_07-43-00,100,82.9099270176003,0.0,0.15889200100245648,0.0,1.5696912128906795
2023-01-17_07-43-01,200,51.09676521653871,0.0,0.07074217499737345,0.0,1.4993843655304375
2023-01-17_07-43-02,300,45.0,0.0,0.0707422493927661,0.0,4.019999694636437
2023-01-17_07-43-03,400,45.0,0.0,0.0707422493927661,0.0,3.87081083501
2023-01-17_07-43-04,500,45.0,0.0,0.0707422493927661,0.0,3.261785844455079
2023-01-17_07-43-05,600,45.0,0.0,0.0707422493927661,0.0,2.9930547608801477
2023-01-17_07-43-06,701,45.0,0.0,0.0707422493927661,0.0,2.9314480030012366
2023-01-17_07-43-07,801,45.0,0.0,0.0707422493927661,0.0,2.8913657409950178
2023-01-17_07-43-08,901,45.0,0.0,0.0707422493927661,0.0,2.8630080995761897
2023-01-17_07-43-09,1001,45.0,0.0,0.0707422493927661,0.0,2.8630080995761897
2023-01-17_07-43-10,1101,45.0,0.0,0.0707422493927661,0.0,2.8630080995761897
2023-01-17_07-43-11,1201,75.92296876732514,0.0,0.128783703958521,0.0,1.8630080995761902
2023-01-17_07-43-12,1301,46.33103892032121,0.0,0.13073853512472836,0.0,1.2211689956177005
2023-01-17_07-43-13,1401,41.99119686824987,0.0,0.04295888394586993,0.0,1.500407403234732
2023-01-17_07-43-14,1502,44.971429347294126,0.0,-0.04183617679702538,0.0,1.591834308993256
2023-01-17_07-43-15,1602,32.36930067865453,0.0,-0.006185446976021141,0.0,1.4740614098447553
2023-01-17_07-43-16,1702,18.732484581125732,0.0,-0.15313931406446013,0.0,2.4627066280881587
2023-01-17_07-43-17,1802,34.804245103097394,0.0,-0.01536588444294284,0.0,2.0520855874642843
2023-01-17_07-43-18,1902,26.850760133602385,0.0,-0.3344896147540834,0.0,1.0658222126922268
2023-01-17_07-43-19,2003,41.09656390890628,0.0,0.042859973398456826,0.0,2.3246379842977922
2023-01-17_07-43-20,2102,30.17708717514268,0.0,0.005414541309936253,0.0,1.2788895862964957
2023-01-17_07-43-21,2203,27.875805538189212,0.0,0.01661432555955773,0.0,1.100327987547764
2023-01-17_07-43-22,2303,15.7,0.0,0.009268924393924075,0.0,0.8575982572312859
2023-01-17_07-43-23,2403,15.7,0.0,0.015765441827821792,0.0,0.7231449197426437
2023-01-17_07-43-24,2503,15.7,0.0,0.0023708981220781585,0.0,0.6420337064499904
2023-01-17_07-43-25,2604,15.7,0.0,0.000708839841914759,0.0,0.5784990064690749
2023-01-17_07-43-26,2704,15.7,0.0,-0.002434350947847471,0.0,0.5113697277625573
2023-01-17_07-43-27,2804,15.7,0.0,-0.0028238911132030912,0.0,0.44912494990382207
2023-01-17_07-43-28,2904,15.7,0.0,-0.0035064511782472224,0.0,0.32863526820348543
2023-01-17_07-43-29,3004,15.7,0.0,-0.004055444813832206,0.0,0.1609015024872407
2023-01-17_07-43-30,3104,15.7,0.0,-0.002349869257194958,0.0,0.2090849873522324
2023-01-17_07-43-31,3204,15.7,0.0,-0.0027634469825941546,0.0,0.16313338656031
2023-01-17_07-43-32,3304,15.7,0.0,-0.0025438675542483907,0.0,0.1705977160492303
2023-01-17_07-43-33,3405,15.7,0.0,-0.00012215344122999246,0.0,0.19857418606257443
2023-01-17_07-43-34,3505,15.7,0.0,-0.005256911602795396,0.0,0.01962203264429424
2023-01-17_07-43-35,3605,0.0,14.5,-0.0026725745735295997,0.0,-0.020562494208480164
2023-01-17_07-43-36,3705,15.7,0.0,-0.0025375309145054935,0.0,0.24948471444808318
2023-01-17_07-43-37,3805,15.7,0.0,-0.002389553695296927,0.0,0.07152004390907266
2023-01-17_07-43-38,3906,0.0,14.5,0.0008033085287787128,0.0,-0.011126762100211712
2023-01-17_07-43-39,4006,15.7,0.0,-0.0009020262720462302,0.0,0.06629787788009822
2023-01-17_07-43-40,4106,15.7,0.0,0.0008596362442197253,0.0,0.05054155432267088
2023-01-17_07-43-41,4206,15.7,0.0,0.0032796900836535793,0.0,0.2565812979794661
2023-01-17_07-43-42,4306,15.7,0.0,-0.0030272287591771975,0.0,0.11239539627998407
2023-01-17_07-43-43,4406,15.7,0.0,-0.0010594102773377055,0.0,0.10497214679053701
2023-01-17_07-43-44,4507,15.7,0.0,-0.005435723829594985,0.0,0.3367817386386718
