timestamp,sequence_number,throttle,brake,steering,speed,acceleration
2023-01-17_14-08-52,0,0.0,14.5,0.0,0.0,-8.780734449828743e-06
2023-01-17_14-08-53,100,45.1142506528956,0.0,0.15133576311761235,0.0,1.2284282865547766
2023-01-17_14-08-54,200,75.7695243509692,0.0,0.056392187707337685,0.0,1.6517537517844907
2023-01-17_14-08-55,300,45.0,0.0,0.05638892721927807,0.0,4.064274087353006
2023-01-17_14-08-56,400,45.0,0.0,0.05638892721927807,0.0,3.741156471535608
2023-01-17_14-08-57,501,45.0,0.0,0.05638892721927807,0.0,3.2024051481655484
2023-01-17_14-08-58,601,45.0,0.0,0.05638892721927807,0.0,2.9822642427380255
2023-01-17_14-08-59,701,45.0,0.0,0.05638892721927807,0.0,2.9312641061848166
2023-01-17_14-09-00,801,45.0,0.0,0.05638892721927807,0.0,2.8968435399081827
2023-01-17_14-09-01,901,45.0,0.0,0.05638892721927807,0.0,2.861776842034639
2023-01-17_14-09-02,1001,45.0,0.0,0.05638892721927807,0.0,2.861776842034639
2023-01-17_14-09-03,1101,45.0,0.0,0.05638892721927807,0.0,2.861776842034639
2023-01-17_14-09-04,1202,67.46431423963936,0.0,0.14423002514039032,0.0,0.785883965358587
2023-01-17_14-09-05,1302,70.86756969154798,0.0,0.12456749751269725,0.0,1.4322465017791455
2023-01-17_14-09-06,1401,48.88274579469719,0.0,0.023770122893543372,0.0,1.3935116908068064
2023-01-17_14-09-07,1502,70.10444972619925,0.0,-0.04304605941767183,0.0,1.7055653879918675
2023-01-17_14-09-08,1602,52.297196322464835,0.0,-0.08720381762038967,0.0,1.917543759463726
2023-01-17_14-09-09,1702,84.94063425464012,0.0,-0.2767796175353553,0.0,2.404438593595667
2023-01-17_14-09-10,1803,15.7,0.0,-0.15490769646522734,0.0,1.5233273823561257
2023-01-17_14-09-11,1903,49.718141639614586,0.0,-0.028101977912736425,0.0,2.8555929628800945
2023-01-17_14-09-12,2003,15.7,0.0,0.06147682140490228,0.0,1.8752674189977725
2023-01-17_14-09-13,2103,30.580420524472203,0.0,0.1630218729315297,0.0,1.3189492093618171
2023-01-17_14-09-14,2203,15.7,0.0,0.04198012679520128,0.0,0.6293286904725238
2023-01-17_14-09-15,2303,15.7,0.0,0.025122763613241145,0.0,0.42724081321839263
2023-01-17_14-09-16,2403,15.7,0.0,0.008155376080561478,0.0,0.5301105229896815
2023-01-17_14-09-17,2504,0.0,28.48149225120674,0.009412016257753687,0.0,-1.5938377041749814
2023-01-17_14-09-18,2604,0.0,65.1321844326064,0.03843786590341051,0.0,-6.5605930137873205
2023-01-17_14-09-19,2704,15.7,0.0,0.015074393584408582,0.0,2.2270658559527177
2023-01-17_14-09-20,2804,15.7,0.0,-0.004981299179015519,0.0,0.8404853295580859
2023-01-17_14-09-21,2905,25.117177036492834,0.0,-0.007206040812368456,0.0,2.3412696208271475
2023-01-17_14-09-22,3005,28.692099058513953,0.0,-0.014715396982831074,0.0,1.1597275944860699
2023-01-17_14-09-23,3105,30.810583432612958,0.0,-0.015506722092937164,0.0,1.3407501373868849
2023-01-17_14-09-24,3205,23.66595852370139,0.0,-0.012273793055867167,0.0,0.9995046085862822
2023-01-17_14-09-25,3305,15.7,0.0,-0.006756720759422546,0.0,0.65415448767638
2023-01-17_14-09-26,3405,15.7,0.0,-0.010118236632454583,0.0,0.6028833506722677
2023-01-17_14-09-27,3505,15.7,0.0,-0.0079872547480094,0.0,0.5448182716499224
2023-01-17_14-09-28,3606,23.07140558420957,0.0,-0.005205156499371091,0.0,0.40869463537666884
2023-01-17_14-09-29,3706,15.7,0.0,-0.005718726943125528,0.0,0.29282386259002713
2023-01-17_14-09-30,3806,15.7,0.0,-0.005636752461058915,0.0,0.25916635380439346
2023-01-17_14-09-31,3906,15.7,0.0,-0.005053543492423193,0.0,0.2300098950519541
2023-01-17_14-09-32,4006,15.7,0.0,-0.004210357464037946,0.0,0.17584824576360253
2023-01-17_14-09-33,4106,15.7,0.0,-0.0020338990290400113,0.0,0.012061185080433245
2023-01-17_14-09-34,4206,15.7,0.0,-0.00010326006785771687,0.0,0.25437575651121674
2023-01-17_14-09-35,4307,15.7,0.0,0.0005171827167014261,0.0,0.1949494639933277
2023-01-17_14-09-36,4407,15.7,0.0,-0.0012681205575063715,0.0,0.1742091708075139
2023-01-17_14-09-37,4507,0.0,14.5,-0.0036220995128104934,0.0,-0.00700805389840542
2023-01-17_14-09-38,4607,15.7,0.0,-0.00042540406400228947,0.0,0.25965717286566253
2023-01-17_14-09-39,4707,15.7,0.0,-0.006189453701162383,0.0,0.11556699195950715
2023-01-17_14-09-40,4807,0.0,18.522823950366632,-0.008062963151518257,0.0,-0.10471369951961629
2023-01-17_14-09-41,4907,0.0,26.590898838921802,-0.0017522373942103573,0.0,-1.2540384968425062
2023-01-17_14-09-42,5008,0.0,18.123090572979407,-0.004842758198943606,0.0,-0.6191929152400388
2023-01-17_14-09-43,5108,0.0,18.563955385300115,0.0017014171259558944,0.0,-1.0863872023382437
2023-01-17_14-09-44,5208,0.0,25.07125066127565,0.017560607065157975,0.0,-1.5632140224102897
2023-01-17_14-09-45,5308,0.0,31.1818649817032,0.04362276024044138,0.0,-2.139552541517408
2023-01-17_14-09-46,5408,0.0,33.3347754979581,0.06091075434363785,0.0,-2.36942237990188
2023-01-17_14-09-47,5509,0.0,14.5,0.07173788432722998,0.0,-0.5455320541422422
2023-01-17_14-09-48,5609,0.0,31.163191289669225,0.07772655334291903,0.0,-1.99301169148635
2023-01-17_14-09-49,5709,0.0,17.03298170511485,0.09062343088353503,0.0,-0.7418139937813166
2023-01-17_14-09-50,5809,0.0,25.810142862034144,0.09453833405573764,0.0,-1.4874954290996876
2023-01-17_14-09-51,5909,0.0,15.489429676637698,0.10758286548208207,0.0,-0.6042600773646388
2023-01-17_14-09-52,6010,0.0,22.803490779622262,0.10793981807973552,0.0,-1.1835072496182764
2023-01-17_14-09-53,6110,0.0,20.242063802525728,0.1087407484952716,0.0,-0.9483968489919554
2023-01-17_14-09-54,6210,0.0,19.009866170105955,0.11186622614984436,0.0,-0.8108592061388422
2023-01-17_14-09-55,6310,0.0,16.34090433249782,0.10735344590477003,0.0,-0.643852641855245
2023-01-17_14-09-56,6410,0.0,69.89886562461227,0.11224429261279159,0.0,-3.0
2023-01-17_14-09-57,6510,0.0,69.9966784824331,0.11224429261279159,0.0,-3.0
2023-01-17_14-09-58,6611,15.7,0.0,0.11224429261279159,0.0,0.05189849394763993
2023-01-17_14-09-59,6711,0.0,36.657750204654945,0.12292967927071835,0.0,-0.008078554852469194
