timestamp,sequence_number,throttle,brake,steering,speed,acceleration
2023-01-17_15-08-37,0,0.0,14.5,0.0,0.0,-8.894587718941693e-07
2023-01-17_15-08-38,100,83.13273364971498,0.0,0.1609279612182732,0.0,1.5487602368828526
2023-01-17_15-08-39,200,94.85637289651679,0.0,0.15801150800617852,0.0,2.936384173352121
2023-01-17_15-08-40,300,96.16232706360961,0.0,0.15801150800617852,0.0,3.251852308489126
2023-01-17_15-08-41,400,93.41448770699364,0.0,0.15801150800617852,0.0,2.588080348239236
2023-01-17_15-08-42,500,91.53999701580737,0.0,0.15801150800617852,0.0,2.1352757264686266
2023-01-17_15-08-43,600,91.23552531284668,0.0,0.15801150800617852,0.0,2.0617271113982993
2023-01-17_15-08-44,701,91.47774608937313,0.0,0.15801150800617852,0.0,2.12023830466042
2023-01-17_15-08-45,801,91.28678947200197,0.0,0.15801150800617852,0.0,2.074110554168033
2023-01-17_15-08-46,901,91.28678947200197,0.0,0.15801150800617852,0.0,2.074110554168033
2023-01-17_15-08-47,1001,91.28678947200197,0.0,0.15801150800617852,0.0,2.074110554168033
2023-01-17_15-08-48,1101,60.606548897486384,0.0,0.14253876698665469,0.0,1.033697933800516
2023-01-17_15-08-49,1201,83.40148835667877,0.0,0.07031632803118684,0.0,1.595886872110317
2023-01-17_15-08-50,1301,74.04817596541416,0.0,-0.032397059514819464,0.0,1.702322160885101
2023-01-17_15-08-51,1401,32.79819702019133,0.0,-0.09807880714277716,0.0,1.5038557616153068
2023-01-17_15-08-52,1502,35.809640616169325,0.0,-0.19874449389908003,0.0,1.8075982183493116
2023-01-17_15-08-53,1602,27.920017749131183,0.0,-0.18988872584124963,0.0,1.7096276787361044
2023-01-17_15-08-54,1702,18.004847443629846,0.0,0.04839284650032624,0.0,0.4342752153331546
2023-01-17_15-08-55,1802,0.0,19.857542427650365,0.0786950680320348,0.0,-0.5236417774651682
2023-01-17_15-08-56,1902,16.76837844295156,0.0,0.08215471933390238,0.0,0.37145820893388737
2023-01-17_15-08-57,2002,15.7,0.0,0.03108982357778119,0.0,2.2421340738624993
2023-01-17_15-08-58,2102,15.7,0.0,0.029839530548152523,0.0,1.9787456913623218
2023-01-17_15-08-59,2203,36.75050774568783,0.0,0.00717907274686789,0.0,1.9068525349123346
2023-01-17_15-09-00,2303,15.7,0.0,0.01009903100348175,0.0,0.6944875786821623
2023-01-17_15-09-01,2403,29.479385735506636,0.0,-0.005977812317132278,0.0,1.2234479249861798
