instances,algo_collision,feature_npc1_avg_control_speed,feature_npc1_max_control_speed,feature_npc2_avg_control_speed,feature_npc2_max_control_speed,feature_npc1_number_lane_changes,feature_npc2_number_lane_changes,feature_ego_max_speed,feature_npc1_max_speed,feature_npc2_max_speed,feature_npc_avg_dist,feature_max_npc_dist,feature_min_npc_dist,feature_type_npc_max_dist,feature_type_npc_min_dist,feature_op_npc_max_dist,feature_op_npc_min_dist,feature_ctrl_speed_npc_max_dist,feature_ctrl_speed_npc_min_dist,feature_speed_npc_min_dist,feature_speed_npc_max_dist,feature_avg_speed_npcs,feature_max_npc_speed,feature_type_npc_max_speed,feature_op_npc_max_speed,feature_ctrl_speed_npc_max_speed,feature_dist_av_npc_max_speed,source
scenario122,0,15.827150080000743,27.484008397761727,9.905583487999836,24.25050724189397,7,4,11.734014298267596,27.35986261476893,24.248176108951927,11.474214905370498,32.01254752497807,2.854282899815456,1,2,0,2,27.484008397761727,24.25050724189397,7.984484899739894,10.793027781907707,7.741144844070783,27.35986261476893,1,0,27.484008397761727,10.645014469179182,random
scenario123,0,9.86625584273099,26.380945713981497,12.846712387670426,27.02772882491237,7,5,11.715832966782365,16.6372640737681,27.026527295762644,33.32034484398462,81.3259407685618,3.362822048549196,1,2,0,0,16.433786187172,26.05035374625569,25.86097510071683,5.410847983310367,7.29828151466754,27.026527295762644,2,2,4.093412767038335,79.40323095553495,random
scenario124,1,15.27996754580692,29.471579766911297,13.289128546214812,23.352220633651882,6,6,11.176287267432066,27.73886098856527,23.327537711981115,26.811505316491036,66.11551036250957,3.0461603710698335,1,1,2,1,28.57493373172187,16.62602547995928,16.53657508801686,7.5681357196863,7.947462224181084,27.73886098856527,1,2,27.747429462578918,4.71118752254989,random
scenario125,0,10.289368003170972,22.72518169895082,14.63101486331488,28.620704463063866,6,6,11.024488510137093,18.223556190195982,26.973137000120488,36.2742249305952,66.67048878004395,3.8018968985183808,2,2,1,0,28.620704463063866,11.015387433666039,10.996645630171042,9.478022957564436,8.15097135700244,26.973137000120488,2,1,28.620704463063866,60.78658360504028,random
scenario126,0,13.619780503247119,24.66230935298046,13.35788384016451,25.085160314089254,7,7,11.285742873695868,20.572551314614675,25.04517724292152,16.729915534779078,44.203295180667396,3.7985303398743655,2,2,0,2,3.0468530478292655,14.636975499236005,14.00385447543724,21.51045220458383,7.935260868528645,25.04517724292152,2,1,25.085160314089254,32.023857031720524,random
scenario127,0,12.658638686010772,26.033597850394877,13.468226813924215,27.60711629935531,5,7,11.706408694892932,26.008651791546487,27.60707370788488,33.48844057122701,99.57813630562688,3.35321151813769,2,1,1,0,2.525489076263856,11.538478605560375,22.88446324947881,23.059534302694153,8.571052651023653,27.60707370788488,2,2,23.060459773855033,72.43013584101026,random
scenario128,0,10.85942002814219,26.280802818033624,21.03720828349889,28.987215434381756,4,6,11.702659511580604,21.853154966437486,28.433276681344722,50.11157690175544,107.02056538173521,3.32917667335202,2,2,0,1,7.876394421527108,19.051249187600273,17.795323788361873,0.0064737559312733235,9.311240522044589,28.433276681344722,2,0,7.958758095663461,54.45515784034352,random
scenario129,0,15.843927333129212,26.685830416512133,15.016378921285716,26.564831680861012,5,7,11.697921256146403,26.627731669241665,26.5510716187093,21.1906957692116,60.122745552270544,3.8923026146943833,2,2,2,0,5.300100424970205,26.564831680861012,21.673900455744327,17.082427544432747,8.21129754070994,26.627731669241665,1,0,26.685830416512133,11.986900678992033,random
scenario130,0,17.605827897508853,29.21333023020284,19.487324313395884,27.624331664054196,5,4,11.627524420535151,28.959024949964213,27.596660545094405,40.0352939704118,126.87058478592226,3.329784853987186,2,2,0,1,19.544245061294102,19.243883223165433,17.975252585606253,19.4727623328263,10.16053646599401,28.959024949964213,1,1,29.15744736852158,11.252870422997974,random
scenario131,0,16.47489959946485,29.444831147842123,15.734315951042834,25.47737342813712,6,7,11.440289564502972,21.72276798588093,21.26852208548866,15.90502250070821,39.30118443543542,3.7218315014572956,2,2,1,0,5.378748913699845,19.02069211731441,18.974614269298446,11.710121236401791,8.233015643983379,21.72276798588093,1,2,21.85808406095205,4.9560498966230755,random
scenario132,0,20.879827309903156,29.688982794099978,14.906844390582767,29.499998603816746,6,8,11.79776612811717,24.42572057851599,29.489992743735854,13.585474867766097,33.97383750540136,3.166302055952005,2,2,0,1,29.20343169589999,29.499998603816746,29.04471856820399,10.793973983261338,8.736923312288916,29.489992743735854,2,0,29.20343169589999,29.835009169833715,random
scenario133,0,17.234806050352617,29.416309166928063,12.872126898953507,28.737579773270927,4,7,11.692234159300638,28.38888109370859,28.216298956434315,13.244842124772855,34.37471107738525,3.7865569257990517,1,2,2,0,22.61400514162679,2.8465246405233113,2.8451248197338,12.551825724057572,7.951054963784863,28.38888109370859,1,0,29.416309166928063,15.409286092647719,random
scenario134,0,8.91198125097186,22.95515490940817,12.689251945376325,27.77728322542147,7,4,11.729347631754944,20.20798899014639,24.52591854256987,34.59808339582685,102.11014644780225,3.4426868321380053,1,2,0,2,15.20241460908083,24.589782902839815,20.215442782201674,6.566106440018619,7.2236223367433166,24.52591854256987,2,2,24.589782902839815,6.3768533802739205,random
scenario135,0,14.956763270799334,22.88853841585793,18.77281392196219,29.79723055211988,5,6,11.753016953635065,20.710811858721705,28.284482035248967,43.77789343570581,120.73868465949165,3.8179214190095756,2,2,2,2,11.860779117343158,23.89921311955799,23.873324328127868,11.853988369837529,8.379869334900798,28.284482035248967,2,2,29.79723055211988,45.598204587295534,random
scenario136,0,19.51138722112364,29.720587643875056,13.388870982248795,29.79017849719701,7,4,11.38392873409027,18.601711378439045,29.59455403541365,44.86674359677477,113.80893749993983,3.003457354206102,1,2,1,1,13.9680044175022,6.934258914616775,3.467409489460866,0.0,4.793104230908449,29.59455403541365,2,2,29.59468490648949,46.27005027247368,random
scenario137,0,16.43515492380225,29.806034124498815,18.553876540377598,26.867892989169007,5,8,11.469236308604577,27.044823410909114,26.566197904017493,35.6458672385864,106.24649138333629,3.0152464661336564,2,1,1,2,18.567006857505145,26.46975024696947,5.695943270592098,9.284822686887601,9.9771541560226,27.044823410909114,1,1,18.012817483175947,33.56173492348087,random
scenario138,0,15.362838088663258,25.123615839702694,21.11533377208536,28.826835374651413,5,8,11.69115994906043,22.08003198288997,28.718016604838752,49.42535804802478,156.27695359399144,3.8191949079101586,2,2,0,2,14.581182311732498,22.639269461564474,19.280227226094304,14.579453018167579,10.674359594202496,28.718016604838752,2,2,28.814506938855164,92.58320402527515,random
scenario139,0,19.140167162616578,28.007340132051983,17.11093809103803,28.147604033896368,5,6,11.5448337520592,27.611901849916297,23.931651392769048,26.959509528160293,73.98366645346414,3.2675795418390314,2,1,1,2,28.147604033896368,28.007340132051983,27.45795697925799,18.03647745530112,9.699196101992797,27.611901849916297,1,2,28.007340132051983,3.7732626115155026,random
scenario140,0,16.75473066597799,26.018959159730578,12.049749942527672,24.847054837571445,3,8,11.467826997453624,21.31510083300569,24.825114049081122,15.493273302860395,47.824226437383984,3.689160841178448,2,2,0,2,4.430683328197254,24.847054837571445,5.594773956034168,4.428972609274827,7.838678754038418,24.825114049081122,2,2,24.847054837571445,13.910994783953235,random
scenario141,0,15.100617362413592,28.032961082385775,16.68014649342947,29.447678370489175,6,5,11.65284899130994,28.02296889491651,29.446754419960953,32.50257644604481,99.53582416719213,3.823777032506335,2,2,2,0,9.506872695387678,24.8331689559871,24.801917115292603,27.71164460465735,9.126216111108661,29.446754419960953,2,2,29.447678370489175,65.71339109704273,random
scenario142,0,15.482493104750873,24.370146590925085,18.423756279233373,27.833975681113316,7,8,11.726536298217265,24.3537422424208,26.251526571149167,20.45016726998025,55.936740553417486,3.280153699715564,1,1,0,2,19.015688373936218,17.819068321160746,17.641108749263903,19.0061722332669,9.488402864308323,26.251526571149167,2,1,16.225027504906667,43.91371300978953,random
scenario143,1,14.915405253088583,27.535954882789724,13.056679075955895,27.155789568991683,7,5,11.747919081147637,18.570042032388436,27.126918394880303,20.749593530321143,65.42184350808367,3.05149370072926,2,2,0,1,7.5320567144771875,17.172802396405682,2.238277123232727,19.858704307363542,7.864826552337254,27.126918394880303,2,0,23.506152658499776,34.24877422974896,random
