Row,npc1_avg_control_speed,npc1_max_control_speed,npc2_avg_control_speed,npc2_max_control_speed,npc1_number_lane_changes,npc2_number_lane_changes,ego_max_speed,npc1_max_speed,npc2_max_speed,npc_avg_dist,max_npc_dist,min_npc_dist,type_npc_max_dist,type_npc_min_dist,op_npc_max_dist,op_npc_min_dist,ctrl_speed_npc_max_dist,ctrl_speed_npc_min_dist,speed_npc_min_dist,speed_npc_max_dist,avg_speed_npcs,max_npc_speed,type_npc_max_speed,op_npc_max_speed,ctrl_speed_npc_max_speed,dist_av_npc_max_speed
scenario175,0.486198470701344,0.761160561585634,-0.525497019315766,1.04062966673947,0.589923610584881,-1.10010942350015,0.779840411263925,0.918987968309137,1.2557840034834,-1.20232933582858,-0.67966313499616,0.122357539371878,0.638309948049239,0.62373754082612,-1.40798886918051,-1.68942113762637,-1.34964046123981,0.381122717266734,0.904149355896171,1.89484056107156,0.716652647731117,0.646242749186379,0.679102149327999,-1.49116226545239,0.989853375651284,0.93673991301663
scenario176,0.53965345883321,0.497391453807974,-2.07613775194532,-1.89159154681973,0.589923610584881,0.269455859585676,1.18765311995204,-0.507438774544319,-1.51900596288939,-0.460192765152001,0.263500623671858,-0.119839730488762,0.638309948049239,-1.60240036141335,1.17825188352106,-1.68942113762637,0.747193162453889,0.845416169512145,-0.257951979835611,-1.21141416390331,-0.804212351300619,-2.01284606939425,0.679102149327999,-1.49116226545239,-1.66905173115891,0.115004059107972
scenario177,0.881535480512554,-0.0168793808108548,0.0903776713570847,0.405220064130437,1.199464796163,0.269455859585676,0.264990927911106,-0.136733049416407,0.683965746729024,-0.783892072986875,-1.00089395637479,0.16612530975966,0.638309948049239,0.62373754082612,1.17825188352106,-0.251224187750631,-0.582055049241021,0.533361546195262,1.05174577842019,0.0372664203583346,0.130081556419619,0.327129279800847,0.679102149327999,-0.45072952239323,0.857963308085207,0.481347962293908
scenario178,-1.93008198085635,0.436613048057184,0.844755438214468,0.970935947801818,0.589923610584881,-0.433855022338072,-0.499040128344655,0.80438495443024,1.18935041646687,2.13034544767181,1.52470148850836,0.0917968375033321,-1.56581808555762,0.62373754082612,-0.0807289294778545,-1.68942113762637,-0.112204081819809,-0.165904939044408,0.517597809975677,-0.14166755774913,0.632837778723658,0.611656087606828,0.679102149327999,0.935132851737315,0.0772658782081033,0.664546243106416
scenario179,0.772541999883549,1.11996518441637,-0.38375843753531,-0.91836952837753,0.589923610584881,1.00515718050912,-0.0377188802315119,-0.247197045095237,-0.625336710279571,-0.639760474785324,-0.773041110951725,1.08643972171234,-1.56581808555762,0.62373754082612,-0.0807289294778545,1.27844871879801,0.158987620656384,0.385086127444802,0.588055124283921,-0.139378945591505,-0.285549582824587,-0.6930269340875,0.679102149327999,0.935132851737315,0.41734841692516,-1.33800277711358
scenario180,0.662081366716508,0.48297447000241,0.571135707708346,-0.874362835784352,1.199464796163,1.76977466814466,-2.0171501713555,-0.0836519350119142,-1.0387561788007,-0.721668087333504,0.027727507881899,-2.35749227088431,0.638309948049239,0.62373754082612,-0.0807289294778545,-0.251224187750631,0.176070684120438,-1.01715831989372,-1.77501789518721,-0.181438818428424,-0.17660285697125,-1.18280640897504,0.679102149327999,0.935132851737315,-1.81124551581828,-0.286330974898343
scenario181,1.29577443416979,-0.025695311349277,-1.02977801763686,-0.158268025826147,0.589923610584881,0.269455859585676,-1.76155912694865,-1.01101781484286,-0.0872727439842039,-1.05329058045516,-1.34381192965947,0.954662459594058,0.638309948049239,-1.60240036141335,-0.0807289294778545,-0.251224187750631,-0.504695068648701,1.21419585108299,-0.825471560548366,0.215054500790009,-0.219295346682761,-0.206040478004303,0.679102149327999,-1.49116226545239,0.609696237093068,0.243024960380251
scenario182,0.323184106547778,0.889549572521717,1.0324177626809,1.18911963840727,-1.01571650215816,-1.10010942350015,0.584886330395627,1.00005114511506,1.37180691567325,1.02412829603693,1.57992610117925,0.226757636194139,0.638309948049239,-1.60240036141335,-0.0807289294778545,-1.68942113762637,1.35527891341802,1.53722324051868,1.76502404893656,0.200476805054095,2.37143962956757,0.705274950371861,0.679102149327999,-1.49116226545239,-0.335435755266395,1.00664258934995
scenario183,-0.199186331814865,0.308224537740443,0.441116155193564,-1.59635209707682,0.0157277657489852,1.00515718050912,0.788486325007427,0.653712594237702,-1.49686089440746,-1.12349148205416,0.112524032700717,-0.712407560635684,0.638309948049239,-1.60240036141335,1.17825188352106,-0.251224187750631,0.0621233120005684,-1.94788789971569,-0.707065752743629,0.660995598962448,0.791622872531855,-0.179179849823946,-1.4717627706463,-1.49116226545239,0.689504617596233,-1.12530294917339
scenario184,-0.680779671503807,-0.293741194769432,-1.30590694073704,-0.69331945173714,-1.01571650215816,0.269455859585676,0.140590248782717,0.405254147451372,-1.72360255686686,1.036709644209,0.466451741579226,1.93477927466503,0.638309948049239,0.62373754082612,1.17825188352106,-1.68942113762637,0.494627838024723,0.419142392772709,-0.523274327402048,-0.0914441231467299,-0.954256412403991,-0.605438217566607,-1.4717627706463,-1.49116226545239,0.462443077304939,-1.01076184808785
scenario185,-0.11168499061504,-1.40871616534839,-1.85726751293004,0.947481170055986,-1.01571650215816,0.269455859585676,0.435261813728541,-0.533043016672988,-1.9433995824226,0.809928175965713,1.24862214231119,0.89782459426793,0.638309948049239,-1.60240036141335,1.17825188352106,-0.251224187750631,1.05416853718986,-0.510224159924689,-1.80102053944419,-0.703397873962665,-2.23178153407739,-2.25439712805234,-1.4717627706463,0.935132851737315,-0.607711374730689,-1.11317079242998
scenario186,-2.11183961180954,-1.9617735644478,0.542474442812398,0.575626212555437,-0.520553624174756,-1.72263568196187,0.819757042881843,-0.633052792624818,0.84880557142708,1.37362919870766,0.913586383967314,0.632273946805515,0.638309948049239,0.62373754082612,-1.40798886918051,-0.251224187750631,-0.310297919758894,1.46488476016114,1.12240676149956,-0.174185507954216,-1.65657272459995,0.424439120512217,0.679102149327999,-0.45072952239323,0.895225668778961,0.484691792192276
