Row,npc1_avg_control_speed,npc1_max_control_speed,npc2_avg_control_speed,npc2_max_control_speed,npc1_number_lane_changes,npc2_number_lane_changes,ego_max_speed,npc1_max_speed,npc2_max_speed,npc_avg_dist,max_npc_dist,min_npc_dist,type_npc_max_dist,type_npc_min_dist,op_npc_max_dist,op_npc_min_dist,ctrl_speed_npc_max_dist,ctrl_speed_npc_min_dist,speed_npc_min_dist,speed_npc_max_dist,avg_speed_npcs,max_npc_speed,type_npc_max_speed,op_npc_max_speed,ctrl_speed_npc_max_speed,dist_av_npc_max_speed
Z_{1},0.2461,0.4038,0.6128,0.5971,-0.1455,-0.2222,0.2137,0.6676,0.57,0.1728,0.1908,-0.1312,0.5053,-0.4607,-0.1181,0.2936,0.0723,0.4652,0.3214,0.5947,0.7122,0.7322,-0.179,0.3787,-0.0253,-0.0205
Z_{2},0.4147,0.1883,0.1872,-0.2835,-0.2894,0.0123,-0.2738,0.4243,-0.3185,-0.512,-0.3692,-0.6475,0.0279,-0.1955,0.0495,0.1533,0.2886,-0.3021,-0.507,0.0679,-0.0121,0.266,-0.6085,0.0623,0.0086,-0.5562
